MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
1,4,0,2,52,7,193.29,1,0
3,4,0,8,84,10,321.01,1,1
2,1,0,1,23,8,104.35,1,0
3,2,0,4,3,1,30.07,0,0
1,3,1,8,29,2,125.48,1,0
3,3,0,6,20,5,102.78,1,0
2,4,1,5,77,9,288.56,1,0
3,2,0,8,87,1,295.83,1,1
2,3,1,5,85,8,308.13,1,0
3,2,0,3,13,7,78.73,1,0
1,4,0,3,21,5,95.53,1,0
3,3,0,3,69,3,234.54,1,0
2,4,0,3,52,1,175.94,1,0
2,3,0,4,11,7,75.61,1,0
3,3,0,2,18,7,91.82,1,0
1,4,1,3,17,3,78.73,1,0
1,4,0,3,100,1,319.79,1,0
2,3,1,1,35,2,123.57,1,0
1,3,1,5,91,9,328.72,1,0
3,2,0,8,9,9,88.91,1,0
2,1,1,1,72,7,251.19,1,0
1,2,0,9,10,4,74.83,1,0
1,2,0,3,77,4,259.05,1,0
2,3,0,6,61,2,214.75,1,0
3,3,0,1,31,9,135.22,1,0
2,3,0,5,19,1,81.31,1,0
3,3,0,9,82,7,306.24,1,1
2,2,0,5,74,6,264.3,1,0
1,1,0,10,79,2,278.06,1,1
1,2,1,2,25,4,101.43,1,0
2,2,1,1,53,7,194.82,1,0
1,4,0,4,23,2,93.85,1,0
3,3,0,7,2,5,51.44,0,0
1,3,1,6,70,10,271.9,1,0
2,1,0,6,33,6,142.49,1,0
3,3,1,4,69,9,261.48,1,0
3,4,0,1,78,10,281.75,1,0
1,2,0,10,40,8,182.77,1,0
1,1,1,7,41,3,160.26,1,0
3,4,0,5,34,2,132.31,1,0
2,1,0,4,75,3,252.55,1,0
1,4,1,9,83,3,296.17,1,1
2,1,1,4,17,4,83.41,1,0
2,1,0,1,60,6,208.93,1,0
3,2,0,9,84,5,304.11,1,1
1,2,0,8,3,7,61.41,0,0
3,2,1,1,42,3,148.39,1,0
2,3,1,1,24,4,97.51,1,0
1,4,1,10,32,4,148.75,1,0
3,1,1,6,52,4,196.26,1,0
2,4,0,3,94,1,302.78,1,0
1,1,1,10,45,6,192.14,1,0
3,1,1,9,1,4,51.3,0,0
1,1,1,2,86,8,298.96,1,0
1,1,1,5,93,2,307.68,1,0
1,2,0,10,67,3,246.41,1,1
3,2,0,7,22,9,125.15,1,0
1,2,0,4,69,3,234.33,1,0
2,1,0,9,18,5,102.67,1,0
3,3,0,5,33,5,139.02,1,0
2,3,1,3,12,1,56.57,0,0
3,2,0,7,6,5,62.51,0,0
1,3,1,1,16,3,68.66,0,0
2,2,0,9,98,5,345.28,1,1
2,3,0,2,18,4,79.97,1,0
2,4,1,1,19,9,101.32,1,0
2,1,1,8,82,4,291.79,1,1
3,2,1,2,89,7,307.67,1,0
1,2,0,8,87,4,304.35,1,1
3,3,1,6,85,7,308.68,1,0
2,3,0,10,8,1,63.19,0,0
2,3,0,2,34,1,117.55,1,0
1,1,1,10,2,6,62.28,0,0
2,4,1,3,49,6,187.22,1,0
3,3,0,7,42,3,165.08,1,0
1,4,0,8,9,5,74.39,1,0
2,3,0,4,12,3,64.31,0,0
2,3,1,7,99,10,363.61,1,1
1,4,0,6,61,1,211.07,1,0
1,2,0,6,88,7,312.07,1,0
1,1,0,1,48,3,160.84,1,0
3,4,0,6,71,8,268.55,1,0
1,4,0,4,87,2,287.13,1,0
3,3,1,6,63,2,224.34,1,0
3,3,0,7,8,7,76.72,1,0
3,4,1,6,55,4,208.35,1,0
1,4,0,8,29,5,134.79,1,0
2,4,1,8,48,10,213.62,1,0
3,1,1,6,20,6,106.78,1,0
1,4,0,1,67,2,217.67,1,0
3,4,0,3,18,1,74.37,1,0
1,4,0,6,95,9,342.39,1,0
1,2,1,5,58,8,224.47,1,0
3,4,1,5,73,4,259.69,1,0
1,4,1,3,79,5,273.13,1,0
1,4,0,7,10,6,77.97,1,0
3,1,0,5,56,8,217.2,1,0
1,2,1,7,51,1,184.31,1,0
1,2,1,4,52,8,203.33,1,0
1,4,1,8,24,10,140.03,1,0
3,2,1,9,14,8,105.89,1,0
1,3,1,1,39,9,159.6,1,0
1,1,1,5,70,7,256.12,1,0
2,1,1,5,32,7,142.47,1,0
2,2,0,4,38,4,145.4,1,0
2,3,1,1,59,7,213.95,1,0
3,1,0,9,48,4,190.8,1,0
2,4,0,9,69,10,277.62,1,1
1,2,1,9,89,7,326.59,1,1
2,2,0,7,74,3,259.6,1,1
2,1,0,7,37,10,171.91,1,0
1,2,1,1,58,9,215.97,1,0
2,3,1,5,41,9,178.83,1,0
1,3,1,7,82,5,293.26,1,1
1,3,0,1,27,10,124.5,1,0
1,2,0,2,51,9,195.41,1,0
3,1,0,4,81,3,271.78,1,0
3,2,1,7,28,7,138.55,1,0
1,2,1,2,47,10,189.35,1,0
2,4,0,7,69,9,268,1,1
3,1,0,4,92,6,315.74,1,0
3,3,0,4,74,2,249.08,1,0
2,3,0,7,99,1,328.95,1,1
1,4,0,8,32,10,161.75,1,0
3,4,0,9,99,9,365.75,1,1
3,2,1,5,18,6,98.73,1,0
3,1,0,3,97,6,327.82,1,0
1,4,0,3,29,5,119.69,1,0
3,2,1,7,42,3,166.51,1,0
2,1,0,8,47,3,180.07,1,0
1,1,1,5,10,10,85.66,1,0
2,4,0,6,72,7,266.88,1,0
2,3,0,1,6,7,51.45,0,0
1,1,1,3,21,9,109.26,1,0
2,1,0,7,34,10,162.85,1,0
3,4,1,7,43,10,196.61,1,0
2,3,0,9,79,9,303.23,1,1
3,1,0,3,30,8,132.64,1,0
2,3,1,8,57,3,214.73,1,0
2,4,0,6,6,3,53.24,0,0
1,1,1,7,16,6,95.5,1,0
3,3,1,7,29,7,142.58,1,0
2,2,1,5,91,10,332.4,1,0
2,3,0,7,2,10,68.23,0,0
1,4,0,3,6,2,39.49,0,0
1,2,0,4,29,2,109.95,1,0
2,3,0,7,84,10,315.87,1,1
3,4,0,4,53,10,215.31,1,0
2,1,0,5,4,6,51.89,0,0
3,4,1,7,100,2,340.11,1,1
1,3,1,2,66,10,247.74,1,0
1,4,0,9,61,1,220.13,1,1
2,1,0,5,8,8,71.13,1,0
1,3,1,3,15,1,64.52,0,0
2,4,0,8,8,8,83.22,1,0
2,2,0,1,69,9,247.86,1,0
3,4,1,6,64,5,239.11,1,0
3,2,1,2,16,5,80.05,1,0
1,4,1,8,28,4,130.63,1,0
3,1,0,5,41,3,154,1,0
2,2,0,5,38,10,169.9,1,0
2,2,0,6,63,1,216.2,1,0
2,2,1,5,18,9,108.36,1,0
3,4,1,6,47,6,191.35,1,0
3,4,0,7,61,8,241.37,1,1
3,3,1,1,76,4,255.66,1,0
2,2,1,1,41,1,137.1,1,0
2,3,0,5,31,1,117.55,1,0
3,1,0,6,53,2,189.68,1,0
3,2,0,10,8,7,84.77,1,0
3,1,1,1,68,9,247.38,1,0
1,3,1,5,1,5,42.6,0,0
1,1,0,4,68,3,230.3,1,0
1,4,1,9,40,4,169.89,1,0
2,4,1,6,56,1,199.52,1,0
1,2,0,10,8,2,64.65,0,0
3,1,1,5,43,9,183.96,1,0
2,4,0,5,89,7,315.2,1,0
1,1,0,7,88,8,317.66,1,1
2,3,1,1,81,3,266.07,1,0
2,2,0,10,42,1,164.86,1,0
1,1,1,8,85,3,296.16,1,1
1,3,1,3,50,1,170.22,1,0
3,1,1,6,67,1,230.82,1,0
3,2,0,5,61,3,215.41,1,0
3,3,0,6,3,9,65.76,0,0
2,4,0,5,35,10,162.86,1,0
3,4,1,8,45,4,184.19,1,0
2,1,0,1,28,10,126.61,1,0
1,2,1,2,98,8,336.21,1,0
3,4,1,1,96,6,324.23,1,0
1,1,1,4,49,9,196.84,1,0
1,3,0,4,69,7,249.66,1,0
1,4,0,7,94,10,345.97,1,1
3,2,0,10,94,9,351.65,1,1
1,1,1,5,16,9,100.2,1,0
2,1,0,3,57,6,205.91,1,0
1,2,0,2,12,6,66.89,0,0
2,4,0,3,47,2,164.42,1,0
3,1,1,1,20,1,73.78,1,0
1,1,0,5,5,4,46.64,0,0
3,1,0,9,58,7,231.74,1,0
3,3,1,4,31,9,146.72,1,0
2,2,1,8,8,7,80.06,1,0
3,1,0,3,25,8,117.54,1,0
3,3,0,7,50,10,214.3,1,0
1,2,0,4,18,1,73.15,1,0
3,3,0,9,74,2,264.18,1,1
2,4,0,4,67,1,224.26,1,0
3,4,1,3,93,6,321.21,1,0
3,3,1,9,25,2,118.64,1,0
1,4,0,9,59,9,242.73,1,0
3,3,0,10,74,2,267.2,1,1
1,1,0,3,97,2,311.28,1,0
1,4,1,10,7,9,91.15,1,0
1,1,1,6,75,10,284.98,1,0
1,3,0,8,28,4,127.18,1,0
1,3,1,7,17,3,89.8,1,0
2,3,0,3,25,3,100.55,1,0
1,4,0,1,71,10,258.39,1,0
2,2,1,1,26,8,116.86,1,0
3,2,0,3,5,7,54.57,0,0
3,4,0,5,33,9,154.35,1,0
3,1,1,4,98,4,329.14,1,0
2,2,0,3,67,10,251.44,1,0
3,4,1,3,65,4,229.49,1,0
1,3,1,7,80,7,294.38,1,1
3,1,0,8,100,8,359.14,1,1
3,2,0,10,66,7,259.93,1,1
3,3,0,1,56,1,182.08,1,0
2,2,0,5,48,4,178.62,1,0
1,4,0,5,35,1,129.53,1,0
2,4,1,1,55,10,213.62,1,0
3,2,0,8,15,5,92.71,1,0
1,3,1,10,32,10,169.22,1,0
1,2,0,5,68,6,245.07,1,0
3,3,1,7,85,7,311.7,1,1
1,1,1,7,28,4,124.58,1,0
1,4,0,6,83,10,309.73,1,0
3,4,0,1,76,3,250.65,1,0
2,2,1,9,45,7,194.82,1,0
1,1,0,9,14,2,78.74,1,0
3,3,1,3,53,7,202.98,1,0
2,2,0,8,79,7,292.04,1,1
3,4,1,4,25,3,108.13,1,0
2,2,1,9,80,5,293.36,1,1
3,2,0,6,2,9,61.73,0,0
1,2,0,1,97,8,327.73,1,0
3,1,1,4,29,8,135.08,1,0
3,1,1,7,35,2,140.78,1,0
1,2,0,5,91,2,300.21,1,0
1,3,0,3,13,9,84.68,1,0
1,4,1,3,6,6,56.25,0,0
3,3,0,5,4,10,69.34,0,0
2,1,1,3,21,7,103.21,1,0
2,3,0,4,68,6,244.17,1,0
2,1,1,9,1,8,64.51,0,0
3,4,1,5,33,3,135.31,1,0
1,2,1,3,23,6,105.57,1,0
2,1,0,7,6,5,60.39,0,0
3,2,1,7,49,4,191.23,1,0
2,3,0,8,42,10,192.05,1,0
1,1,0,1,56,4,188.58,1,0
1,2,1,2,18,10,101.77,1,0
3,3,0,6,57,3,207.36,1,0
2,4,0,9,90,4,319.56,1,1
2,4,1,8,88,3,309.36,1,1
3,2,0,9,91,5,325.25,1,1
1,3,0,3,87,3,286.68,1,0
1,3,0,7,61,10,245.3,1,1
2,2,0,1,11,10,76.28,1,0
3,2,0,1,29,9,128.17,1,0
2,1,1,5,85,10,313.27,1,0
3,3,0,5,30,2,119.22,1,0
3,1,0,7,82,5,291.02,1,1
2,2,1,8,63,2,228.26,1,1
3,3,0,3,93,7,321.34,1,0
3,1,0,10,86,5,312.16,1,1
1,2,1,7,65,5,240.91,1,1
2,2,0,3,30,6,125.38,1,0
2,2,1,5,21,1,88.78,1,0
3,2,0,8,60,7,235.77,1,0
1,3,1,1,21,2,80.18,1,0
2,3,0,1,28,10,128.63,1,0
2,2,1,9,60,10,250.86,1,0
1,1,1,4,20,8,105.68,1,0
1,1,1,1,21,9,103.22,1,0
1,3,0,5,100,5,339.14,1,0
2,3,0,5,6,10,74.27,1,0
3,1,0,5,73,9,272.12,1,0
2,4,1,4,19,6,99.64,1,0
1,4,1,3,70,4,242.37,1,0
3,1,1,9,88,3,310.46,1,1
2,4,0,2,57,8,213.08,1,0
1,2,1,10,46,4,189.01,1,0
2,1,1,5,77,5,271.21,1,0
2,4,0,5,71,10,271.58,1,0
3,1,1,7,84,7,306.66,1,1
2,4,1,3,90,9,321.78,1,0
2,2,1,7,57,1,203.54,1,0
2,1,0,9,60,6,233.09,1,0
1,2,0,8,56,5,214.31,1,0
1,2,0,1,1,10,44.97,0,0
1,3,0,1,94,10,326.84,1,0
1,2,0,10,74,4,271.13,1,1
2,4,0,5,5,5,54.36,0,0
1,3,1,8,13,10,105.8,1,0
2,3,0,4,62,4,218.89,1,0
1,1,0,10,38,8,175.72,1,0
2,1,1,6,26,3,113.05,1,0
3,4,1,6,24,6,121.89,1,0
1,1,1,2,10,10,76.6,1,0
1,1,0,1,35,5,128.74,1,0
3,1,1,3,2,10,57.68,0,0
3,3,0,6,13,6,85.22,1,0
2,2,1,7,34,5,148.4,1,0
1,2,0,5,54,10,217.11,1,0
3,1,1,1,52,4,181.16,1,0
2,3,1,1,41,8,163.17,1,0
2,4,0,1,24,10,117.56,1,0
3,3,1,4,74,5,262.26,1,0
1,2,0,7,32,9,153.13,1,0
3,2,1,4,78,3,266.17,1,0
1,4,0,4,79,2,262.97,1,0
3,1,0,1,1,1,13.96,0,0
3,1,0,7,21,2,96.06,1,0
1,4,1,3,2,10,58.49,0,0
1,4,0,6,90,1,298.65,1,0
2,3,1,10,8,6,83.53,1,0
2,1,1,6,28,7,133.41,1,0
3,4,0,6,35,2,138.35,1,0
1,1,1,7,15,7,96.06,1,0
3,2,0,9,62,7,244.83,1,1
1,2,1,9,34,10,171.23,1,0
1,1,0,6,70,10,267.44,1,0
2,4,1,8,54,5,213.84,1,0
1,2,0,5,63,2,215.65,1,0
3,3,1,1,94,4,310.02,1,0
1,2,1,4,94,7,326.59,1,0
1,2,1,8,1,8,61.39,0,0
3,4,0,7,93,5,327.27,1,1
2,1,1,5,39,1,142.13,1,0
1,1,0,10,26,4,125.16,1,0
3,4,1,6,70,8,267.97,1,0
3,2,0,5,99,10,355.23,1,0
3,1,0,3,22,6,101.32,1,0
1,3,1,9,47,9,207.92,1,0
3,3,0,9,13,8,101.44,1,0
3,1,1,8,69,2,246.48,1,1
1,3,0,5,74,2,249.88,1,0
3,3,1,4,65,4,231.5,1,0
1,3,1,3,56,2,191.92,1,0
2,2,1,4,97,9,343.92,1,0
3,2,1,3,46,4,170.09,1,0
1,4,0,5,32,6,138.37,1,0
3,2,0,7,51,3,191.25,1,0
3,4,1,7,42,10,193.59,1,0
1,2,1,10,29,5,141.25,1,0
3,2,0,1,41,5,150.09,1,0
3,2,0,6,32,9,152.33,1,0
2,4,0,9,23,3,113.64,1,0
1,2,1,9,60,7,239.01,1,0
1,4,1,9,34,10,173.25,1,0
3,3,1,8,36,1,145.26,1,0
1,1,0,2,3,2,24.38,0,0
1,3,0,3,76,4,257.04,1,0
1,4,0,6,14,10,101.35,1,0
3,4,1,10,78,1,279.15,1,1
3,3,1,5,22,10,126.14,1,0
2,1,1,7,36,1,139.11,1,0
1,1,1,9,75,4,272.56,1,1
1,1,1,8,80,5,288.22,1,1
3,1,1,1,90,5,299.5,1,0
2,2,0,6,42,10,185,1,0
1,4,0,5,11,3,64.21,0,0
2,1,1,10,89,4,318.97,1,1
1,2,1,8,60,8,239.57,1,0
3,1,0,9,35,9,169.44,1,0
1,3,1,9,38,4,162.84,1,0
1,1,0,7,10,2,60.62,0,0
1,4,0,7,94,10,345.97,1,1
1,4,0,6,97,7,341.27,1,0
2,3,0,8,2,9,67.67,0,0
3,1,1,2,59,8,219.64,1,0
3,3,0,7,48,5,190.36,1,0
3,4,1,3,32,2,122.67,1,0
2,2,1,5,26,5,118.2,1,0
1,1,0,9,66,3,239.36,1,1
1,4,1,5,94,9,338.79,1,0
3,3,0,9,65,9,262.06,1,1
1,2,0,3,12,9,80.65,1,0
3,1,1,8,52,9,220.2,1,0
3,1,1,5,30,4,126.8,1,0
1,3,1,1,36,7,143.38,1,0
2,4,1,2,28,2,106.46,1,0
3,4,0,3,6,4,48.87,0,0
3,2,1,10,71,5,270.31,1,1
1,2,1,2,49,9,191.81,1,0
2,4,0,2,51,1,169.9,1,0
2,4,1,1,35,4,131.74,1,0
2,2,1,4,71,10,268.98,1,0
3,4,0,1,87,1,276.71,1,0
2,2,1,5,82,10,305.22,1,0
3,4,0,10,15,7,107.93,1,0
3,1,1,2,91,1,291.22,1,0
3,4,1,7,31,7,149.63,1,0
1,2,0,5,87,6,302.45,1,0
3,3,0,3,72,7,257.92,1,0
1,1,1,3,9,2,47.96,0,0
3,4,0,1,39,4,142.49,1,0
2,1,0,7,9,7,76.61,1,0
3,2,0,8,29,9,149.31,1,0
1,1,1,5,41,10,179.28,1,0
2,2,0,8,64,2,228.84,1,1
3,3,0,2,62,4,213.96,1,0
1,4,1,2,67,3,226.71,1,0
1,1,0,4,93,9,327.28,1,0
3,4,1,8,83,4,298.95,1,1
1,2,0,1,22,10,108.39,1,0
1,4,0,4,31,7,135.91,1,0
3,1,1,4,69,10,263.04,1,0
3,1,1,1,7,2,38.1,0,0
3,1,0,4,89,8,313.84,1,0
3,4,1,9,85,7,318.75,1,1
2,4,0,6,9,1,55.14,0,0
1,3,0,5,45,1,158.72,1,0
2,4,0,2,57,7,209.5,1,0
2,3,1,9,29,4,136.77,1,0
3,1,0,7,68,4,245.16,1,1
3,2,1,7,56,6,219.53,1,0
2,1,1,9,76,5,280.27,1,1
1,1,1,5,17,9,103.22,1,0
2,4,1,10,49,7,211.94,1,0
2,1,1,1,81,5,271.21,1,0
3,1,1,5,31,7,140.56,1,0
1,2,0,2,33,5,126.73,1,0
3,3,1,9,70,4,261.7,1,1
3,4,1,10,25,4,129.83,1,0
2,2,0,10,81,6,300.54,1,1
2,2,1,9,28,8,147.06,1,0
2,1,0,7,53,8,213.07,1,0
1,1,0,10,80,6,295.4,1,1
1,2,0,5,77,10,286.57,1,0
1,4,0,6,7,4,58.73,0,0
3,2,1,7,11,1,65.73,0,0
2,3,0,3,76,9,276.05,1,0
1,2,0,10,96,10,359.05,1,1
1,1,0,1,33,5,122.7,1,0
3,3,0,10,21,7,125.04,1,0
3,1,1,3,58,5,208.9,1,0
2,4,1,2,25,7,115.3,1,0
1,1,1,9,79,3,281.06,1,1
3,2,1,10,64,3,242.01,1,1
3,2,1,7,68,9,266.51,1,1
2,2,1,3,83,1,269.98,1,0
3,3,0,2,36,10,156.92,1,0
2,3,0,1,63,2,205.69,1,0
1,3,1,1,12,2,53,0,0
3,3,1,1,7,4,47.28,0,0
2,3,1,6,56,8,223.57,1,0
2,3,0,8,44,2,169.45,1,0
2,4,0,10,45,5,190.26,1,0
3,4,0,3,95,6,324.81,1,0
2,2,0,2,14,10,88.36,1,0
2,4,0,1,98,2,312.4,1,0
3,1,0,4,61,10,236.44,1,0
1,1,0,8,91,5,319,1,1
1,4,0,7,38,1,144.63,1,0
2,1,1,2,68,1,220.65,1,0
3,4,0,1,60,10,227.39,1,0
1,1,0,8,42,5,171.02,1,0
3,2,0,3,41,4,152.55,1,0
3,1,1,3,37,5,145.48,1,0
1,4,1,10,47,9,211.95,1,0
2,2,1,4,48,7,188.78,1,0
1,4,0,5,88,9,318.23,1,0
2,2,1,3,83,9,298.62,1,0
1,2,0,2,6,1,30.87,0,0
1,3,0,1,36,5,133.78,1,0
3,3,1,5,94,6,329.26,1,0
1,4,0,8,9,5,74.39,1,0
2,3,1,7,45,1,168.31,1,0
1,3,0,8,94,7,337.24,1,1
1,2,0,2,48,9,186.35,1,0
1,4,0,4,7,1,41.95,0,0
1,1,0,6,85,10,312.74,1,0
2,2,0,6,49,5,188.24,1,0
3,3,1,1,8,8,64.62,0,0
1,3,0,2,15,4,69.8,0,0
1,3,1,6,13,4,78.28,1,0
3,3,0,8,53,6,212.06,1,0
1,3,1,5,80,7,288.34,1,0
3,1,1,2,19,7,95.26,1,0
3,2,1,1,33,6,131.95,1,0
2,2,0,8,1,9,63.64,0,0
3,4,1,6,56,9,229.27,1,0
2,3,1,10,18,8,120.89,1,0
3,4,1,5,64,6,239.67,1,0
2,4,0,4,1,9,53.58,0,0
1,2,0,5,39,1,139.59,1,0
3,4,1,10,15,8,113.95,1,0
2,2,1,2,92,5,308.46,1,0
2,3,0,3,33,10,149.77,1,0
1,1,1,7,30,4,130.62,1,0
3,3,0,2,44,4,159.6,1,0
2,3,0,8,68,7,259.83,1,1
1,2,0,5,89,5,304.91,1,0
1,3,0,9,49,6,200.78,1,0
3,3,1,6,45,6,184.3,1,0
3,3,0,2,90,9,316.42,1,0
2,2,1,2,36,4,135.76,1,0
3,3,1,9,28,8,149.18,1,0
3,1,1,5,54,9,217.18,1,0
2,1,1,1,54,8,200.41,1,0
3,4,1,4,80,4,277.81,1,0
2,4,0,2,28,8,125.5,1,0
2,4,1,4,91,1,299.18,1,0
3,3,0,4,56,3,198.3,1,0
1,3,1,4,14,1,64.52,0,0
2,3,0,1,1,8,39.93,0,0
2,3,0,1,34,5,128.85,1,0
2,2,1,1,52,3,177.48,1,0
1,3,1,3,95,7,327.6,1,0
2,2,0,8,75,10,290.7,1,1
3,4,1,4,76,5,269.31,1,0
3,3,0,7,62,1,218.32,1,1
3,2,1,10,27,5,137.43,1,0
2,3,1,7,54,3,202.65,1,0
1,2,1,7,86,4,300.75,1,1
1,1,1,8,14,6,92.48,1,0
1,4,0,2,38,8,154.59,1,0
2,2,1,3,49,9,195.94,1,0
1,2,0,1,82,6,275.27,1,0
3,4,1,4,83,8,301.19,1,0
1,4,1,7,31,3,133.09,1,0
1,1,0,3,73,8,260.28,1,0
3,3,1,10,19,4,110.7,1,0
2,3,0,7,1,10,65.21,0,0
2,3,0,8,87,3,302.89,1,1
2,2,1,9,30,1,128.04,1,0
3,2,1,3,2,9,55.11,0,0
2,2,0,1,45,7,168.22,1,0
1,4,1,2,72,2,238.23,1,0
2,2,0,2,17,4,75.94,1,0
3,4,1,8,91,5,326.69,1,1
2,4,0,7,40,7,173.26,1,0
1,4,0,9,27,8,142.51,1,0
1,2,1,7,86,2,293.59,1,1
3,1,0,5,83,8,298.74,1,0
3,2,0,5,30,9,143.27,1,0
3,1,0,1,98,6,324.8,1,0
1,3,0,5,18,2,80.76,1,0
1,3,1,1,92,6,308.92,1,0
2,2,1,3,58,2,198.06,1,0
3,2,0,2,7,1,36.11,0,0
3,1,0,1,50,7,183.42,1,0
3,2,0,7,91,10,337.11,1,1
3,4,1,7,32,2,134.75,1,0
2,3,1,8,21,5,113.17,1,0
2,4,0,7,20,10,123.6,1,0
2,3,0,2,36,6,141.49,1,0
3,3,0,4,48,5,181.3,1,0
1,1,0,1,42,2,139.14,1,0
1,4,1,1,45,1,150.09,1,0
2,2,0,3,65,3,220.34,1,0
3,2,1,1,59,8,217.63,1,0
1,3,0,7,50,5,194.18,1,0
2,1,1,6,54,8,215.51,1,0
3,2,1,7,59,4,221.43,1,0
2,4,0,9,5,8,77.18,1,0
1,4,0,1,92,10,321.81,1,0
3,3,0,3,91,6,311.72,1,0
2,4,0,2,94,1,299.76,1,0
3,2,0,3,46,3,164.07,1,0
3,2,0,3,61,1,202.21,1,0
2,1,1,1,23,8,106.79,1,0
3,2,0,10,65,10,267.65,1,1
3,1,1,4,71,7,258.34,1,0
2,2,1,4,20,2,86.32,1,0
2,4,0,9,48,9,210.62,1,0
3,3,0,3,89,5,302.1,1,0
3,3,0,4,56,1,191.14,1,0
1,2,1,4,3,8,55.35,0,0
1,4,0,7,97,4,333.55,1,1
3,1,1,8,53,5,208.9,1,0
3,3,1,2,48,9,192.02,1,0
3,1,0,4,58,9,223.8,1,0
2,1,0,9,64,6,245.17,1,1
2,1,0,1,50,9,189.47,1,0
1,3,0,3,32,8,138.48,1,0
1,1,1,9,37,5,161.38,1,0
3,2,0,6,30,10,149.87,1,0
1,4,0,4,66,7,241.61,1,0
3,3,0,6,81,1,272.68,1,0
3,2,1,10,70,7,274.45,1,1
2,1,0,8,76,8,285.55,1,1
3,1,0,4,6,1,38.12,0,0
3,1,0,9,22,3,108.7,1,0
1,3,1,2,50,2,170.78,1,0
2,3,0,8,16,1,81.31,1,0
2,4,1,8,41,4,171,1,0
3,4,1,9,32,1,137.21,1,0
2,3,0,2,86,7,296.07,1,0
1,3,1,5,50,10,208.48,1,0
1,3,1,3,86,1,278.94,1,0
3,4,0,2,36,5,140.03,1,0
3,1,1,7,59,4,220.42,1,0
1,3,1,9,6,1,55.46,0,0
1,1,1,9,56,7,225.92,1,0
2,4,0,9,99,6,353.9,1,1
1,2,0,4,34,3,128.63,1,0
3,4,0,6,71,1,243.49,1,0
1,1,1,3,90,1,289,1,0
2,1,0,9,45,6,187.79,1,0
3,2,1,7,77,7,286.53,1,1
1,3,1,6,74,8,276.82,1,0
2,3,1,3,66,5,233.97,1,0
2,3,0,5,81,7,290.03,1,0
1,2,1,5,2,3,37.45,0,0
2,3,0,4,64,3,221.35,1,0
2,3,1,3,10,6,68.43,0,0
2,2,0,2,75,10,272.58,1,0
3,3,1,3,64,8,239.78,1,0
2,1,0,1,62,5,211.39,1,0
3,3,0,1,47,5,169.22,1,0
2,2,0,4,2,4,36.68,0,0
2,4,0,10,100,10,374.26,1,1
1,3,1,7,21,8,119.78,1,0
3,4,1,8,15,10,115.07,1,0
2,4,1,5,68,6,250.64,1,0
1,4,1,5,4,2,41.93,0,0
3,1,1,10,34,6,161.14,1,0
2,2,0,3,60,8,223.14,1,0
1,4,1,8,62,9,251.21,1,1
2,2,1,2,17,1,67.64,0,0
1,3,0,10,87,7,322.14,1,1
1,3,0,5,4,2,38.48,0,0
2,3,0,8,48,3,185.11,1,0
1,3,0,6,99,2,328.4,1,0
3,1,0,3,59,7,216.64,1,0
1,4,0,8,13,7,93.63,1,0
3,1,0,10,78,9,302.32,1,1
3,1,0,9,99,9,362.72,1,1
1,2,1,10,83,9,318.65,1,1
1,3,0,9,86,10,326.84,1,1
2,1,0,3,39,4,144.39,1,0
3,1,0,1,17,6,80.18,1,0
2,1,1,9,9,3,70.77,1,0
1,3,1,7,16,4,90.36,1,0
2,3,1,6,69,3,244.93,1,0
1,4,0,6,40,5,161.97,1,0
3,1,1,7,42,6,176.24,1,0
3,3,0,7,30,7,143.16,1,0
1,2,0,9,60,8,240.15,1,0
3,1,1,7,81,6,294.02,1,1
2,3,1,3,33,4,130.73,1,0
1,4,0,2,25,3,97.43,1,0
1,1,1,9,68,9,269.32,1,1
3,1,0,6,85,10,314.96,1,0
2,4,0,1,76,2,245.96,1,0
2,2,0,4,82,1,267.54,1,0
2,4,1,3,70,10,264.96,1,0
1,4,0,6,97,5,334.11,1,0
3,4,1,8,81,10,314.39,1,1
1,4,1,8,61,3,226.71,1,1
2,1,0,9,86,3,300.87,1,1
2,2,1,9,68,10,275.02,1,1
2,2,0,2,55,8,205.02,1,0
2,3,1,8,74,3,266.07,1,1
1,2,0,6,7,7,67.45,0,0
1,3,1,10,87,1,303.1,1,1
1,2,1,3,81,7,284.31,1,0
3,4,1,6,18,6,103.77,1,0
2,3,0,9,91,1,310.83,1,1
2,1,1,7,64,4,234.41,1,1
1,2,0,9,18,6,106.15,1,0
2,4,0,6,92,10,338.02,1,0
2,4,0,10,73,9,289.14,1,1
3,1,1,8,77,4,277.8,1,1
2,3,0,1,34,8,139.59,1,0
3,2,0,6,99,10,358.25,1,0
3,2,0,2,55,1,181.07,1,0
2,2,1,4,100,1,324.34,1,0
2,2,1,5,69,10,265.96,1,0
1,1,1,4,15,5,79.84,1,0
1,4,1,7,76,5,276.15,1,1
3,2,1,6,92,10,339.55,1,0
2,3,1,2,83,7,289.45,1,0
1,2,1,9,55,6,220.33,1,0
2,1,0,8,66,10,262.51,1,1
2,2,1,7,50,3,189.56,1,0
3,3,1,10,80,5,298.5,1,1
1,2,1,6,46,4,176.93,1,0
1,3,1,1,32,3,116.98,1,0
2,4,1,5,20,9,116.42,1,0
